Id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year_built,year_renov
13863,20140516,375000,4,2.5,2790,7956,2,0,0,3,9,2790,0,2005,0,98198,47.3681,-122.31,1660,8192,6,1
13864,20140808,365000,3,2.5,2190,5091,2,0,0,3,8,2190,0,2004,0,98038,47.3506,-122.039,2200,5948,6,1
13865,20140508,530000,4,2.75,2280,2850,1.5,0,0,4,7,1540,740,1930,0,98115,47.6871,-122.307,1680,3800,2,1
13866,20150318,225500,3,1,1100,5200,1,0,0,4,6,1100,0,1969,0,98042,47.3643,-122.081,920,5200,4,1
13867,20141117,318000,4,2.25,2180,7000,1,0,0,3,8,1680,500,1969,0,98055,47.4651,-122.192,2000,8000,4,1
13868,20150401,910000,4,2.5,2770,9798,2,0,0,4,9,2770,0,1986,0,98027,47.562,-122.081,3040,11100,5,1
13869,20141008,207000,3,1,1980,18730,1,0,0,4,7,1280,700,1943,0,98001,47.3221,-122.282,1356,9450,3,1
13870,20140530,1886700,5,3.5,4180,17935,2,0,0,3,11,4180,0,2004,0,98004,47.5873,-122.202,2950,13760,6,1
13871,20140905,624500,6,3,3030,31920,1,0,0,4,8,1670,1360,1980,0,98075,47.575,-122.033,2890,35100,5,1
13872,20140604,640000,3,2.5,1690,1553,2.5,0,0,3,8,1690,0,2007,0,98199,47.6443,-122.385,1910,1553,6,1
13873,20150410,500000,3,2,1990,65340,2,0,0,3,8,1990,0,1986,0,98027,47.4726,-121.99,2120,59241,5,1
13874,20150304,390000,5,1.75,2250,8970,1,0,0,4,7,1500,750,1966,0,98034,47.7217,-122.188,1940,8710,4,1
13875,20140729,284000,3,2.25,2080,2050,1.5,0,0,3,7,1550,530,2003,0,98042,47.4199,-122.157,2080,2275,6,1
13876,20140626,620000,3,2,2460,41343,1,0,0,4,8,2460,0,1988,0,98027,47.5142,-122.021,2500,53885,5,1
13877,20150317,306000,3,2.5,2588,5702,2,0,0,3,8,2588,0,2008,0,98042,47.3453,-122.151,2403,5703,6,1
13878,20140919,495000,4,1.75,2570,12039,1,0,0,3,8,1910,660,1978,0,98074,47.626,-122.048,2200,12384,4,1
13879,20140605,499950,3,2.5,2370,12753,2,0,0,3,7,2370,0,2001,0,98019,47.7359,-121.984,2280,16808,6,1
13880,20141110,330000,3,1,1070,10563,1,0,0,3,7,1070,0,1969,0,98072,47.7687,-122.166,1840,9638,4,1
13881,20140513,665000,3,2,1940,5820,1.5,0,0,5,7,1150,790,1944,0,98107,47.6638,-122.362,990,3880,3,1
13882,20140630,850000,3,2.5,2650,2387,2,0,0,3,8,1830,820,1920,0,98119,47.6315,-122.362,1870,2216,2,1
13883,20140911,599950,4,2.5,2290,6318,2,0,0,4,8,2290,0,1988,0,98029,47.57,-122.02,2150,7350,5,1
13884,20141022,360000,4,2.5,2050,9143,2,0,0,3,8,2050,0,1992,0,98166,47.4597,-122.355,1510,9484,5,1
13885,20140827,699000,3,2.5,2680,5497,2,0,0,3,9,2680,0,2001,0,98052,47.7043,-122.128,2780,5497,6,1
13886,20150313,475000,3,1.75,1520,8100,1,0,0,5,6,760,760,1945,0,98117,47.6966,-122.375,1040,8100,3,1
13887,20141203,575000,3,2,2690,435600,2,0,0,3,8,2690,0,1992,0,98070,47.3477,-122.519,1700,163350,5,1
13888,20140527,345000,2,1.5,1180,844,2,0,0,3,7,990,190,2005,0,98144,47.5998,-122.3,1170,1400,6,1
13889,20150430,367950,4,2.5,3030,9500,2,0,0,3,8,3030,0,1989,0,98001,47.3511,-122.287,2650,9500,5,1
13890,20140625,374500,3,2.25,1400,11400,2,0,0,3,8,1400,0,1984,0,98028,47.7428,-122.231,2180,9248,5,1
13891,20140804,607500,4,2.5,3000,8100,2,0,0,3,8,3000,0,1992,0,98125,47.7151,-122.305,1550,8100,5,1
13892,20140530,374000,3,1,1200,9800,1,0,0,4,7,1200,0,1971,0,98072,47.7412,-122.109,1220,10220,4,1
13893,20140903,390000,3,1,1000,6947,1,0,0,3,7,1000,0,1947,0,98125,47.7142,-122.319,1000,6947,3,1
13894,20150407,705000,4,3.25,2740,5339,2.5,0,0,3,9,2740,0,2004,0,98103,47.6706,-122.356,1770,4820,6,1
13895,20141029,467000,3,2.5,1990,4978,2,0,0,3,8,1990,0,2004,0,98065,47.5323,-121.856,2650,6816,6,1
13896,20140814,243500,3,3,2110,7794,1,0,0,3,6,2110,0,1981,0,98198,47.4005,-122.293,1330,10044,5,1
13897,20140707,593000,3,2.75,1830,1850,2,0,0,3,10,1690,140,2011,0,98027,47.5307,-122.074,2310,2680,6,1
13898,20141114,223000,3,1,940,7980,1,0,0,3,6,940,0,1961,0,98146,47.5107,-122.345,1050,7980,4,1
13899,20150420,574000,4,2.5,2980,10179,2,0,2,3,9,2980,0,2003,0,98038,47.3895,-122.033,2980,8828,6,1
13900,20140604,400000,3,2,2260,11305,1,0,0,3,7,1130,1130,1986,0,98055,47.4544,-122.204,2080,10248,5,1
13901,20141103,772000,4,2.75,3470,70131,1,0,0,4,8,1750,1720,1962,0,98005,47.6339,-122.18,2950,43560,4,1
13902,20150501,593777,3,1.75,1510,10450,1,0,0,4,7,1510,0,1964,0,98052,47.684,-122.113,1310,9450,4,1
13903,20141223,539500,4,3.5,2710,5722,2,0,0,4,8,2040,670,1997,0,98108,47.5591,-122.302,2500,5722,5,1
13904,20150401,550000,3,2.5,2080,2625,2,0,0,3,8,2080,0,2006,0,98029,47.5469,-121.997,1760,2772,6,1
13905,20140630,265000,2,2,1860,10856,1,0,0,3,8,1260,600,1952,0,98178,47.4989,-122.265,1250,10008,3,1
13906,20141002,428000,3,1.75,2120,9350,1,0,0,3,7,1280,840,1979,0,98072,47.7562,-122.145,2200,9000,4,1
13907,20150428,505000,3,2,1110,8375,1,0,0,5,7,1110,0,1951,0,98115,47.6978,-122.297,1410,7734,3,1
13908,20140701,925000,5,5.5,5190,12637,2,0,2,3,11,5190,0,2001,0,98065,47.5424,-121.872,3840,12637,6,1
13909,20150102,230000,3,1.75,1520,15344,1,0,0,3,8,1520,0,1968,0,98023,47.3308,-122.365,2270,14981,4,1
13910,20140820,695000,4,2.5,2650,9990,2,0,0,3,10,2650,0,1990,0,98029,47.5605,-122.016,2710,8012,5,1
13911,20150414,700000,4,2.75,3350,7857,2,0,2,3,9,3350,0,2004,0,98065,47.5398,-121.859,3870,7886,6,1
13912,20150425,712500,3,1.75,1770,2800,1.5,0,0,3,7,1770,0,1914,0,98103,47.6631,-122.357,1630,3254,1,1
13913,20150403,480000,3,2.5,2200,4692,2,0,0,3,8,2200,0,2005,0,98011,47.7761,-122.169,2440,3833,6,1
13914,20140922,470000,3,2.5,2000,8424,1,0,0,4,7,1300,700,1968,0,98034,47.7089,-122.201,2110,8400,4,1
13915,20140724,335000,3,1.75,1730,15003,1,0,0,3,7,1150,580,1980,0,98014,47.6923,-121.92,1900,15483,5,1
13916,20150417,270000,3,1.5,1300,7907,1,0,0,3,7,900,400,1970,0,98030,47.3737,-122.224,1630,7600,4,1
13917,20150324,810000,5,3.25,2950,67475,1,0,0,3,8,2530,420,1981,2004,98072,47.7233,-122.117,2620,39820,5,6
13918,20140812,589000,3,3,1720,954,3,0,0,3,8,1460,260,2006,0,98119,47.648,-122.358,1720,1294,6,1
13919,20140926,415000,2,1,880,4558,1,0,0,3,7,880,0,1951,0,98115,47.6803,-122.287,1370,5243,3,1
13920,20150311,197000,4,2.25,1790,13200,1,0,0,3,7,1220,570,1979,0,98058,47.4672,-122.185,1740,8950,4,1
13921,20140825,235500,3,1.5,1380,7600,1,0,0,4,7,790,590,1971,0,98003,47.3489,-122.306,1570,7904,4,1
13922,20150407,460000,3,2.25,1530,1840,2,0,0,3,8,1240,290,2008,0,98144,47.587,-122.301,1800,3431,6,1
13923,20141029,572500,5,1.75,2330,4947,1,0,0,4,8,1380,950,1955,0,98136,47.5352,-122.392,2120,5605,3,1
13924,20140924,302000,5,2,1540,9629,1,0,0,4,7,1540,0,1960,0,98059,47.4915,-122.143,2260,9600,4,1
13925,20140813,870000,3,2.5,3210,8630,2,0,0,4,10,2530,680,1990,0,98033,47.6939,-122.189,2630,8630,5,1
13926,20141007,485000,3,1,1130,5758,1,0,0,3,7,960,170,1939,0,98199,47.6413,-122.401,1510,6000,2,1
13927,20150205,240000,3,2,1460,7526,1,0,0,3,7,1460,0,1968,0,98003,47.3463,-122.304,1580,7526,4,1
13928,20141022,383000,3,1.75,1410,7215,1,0,0,3,7,1410,0,1967,0,98034,47.7343,-122.193,1550,7600,4,1
13929,20140626,750000,4,2.75,1750,5080,1.5,0,0,3,8,1750,0,1903,0,98122,47.6143,-122.305,1700,4572,1,1
13930,20140603,409950,2,1.75,1370,5125,1,0,0,5,6,1370,0,1944,0,98103,47.6926,-122.346,1200,5100,3,1
13931,20140521,246000,3,1.5,1780,23819,1,0,0,3,7,1780,0,1953,0,98168,47.4912,-122.312,1130,14450,3,1
13932,20150403,860000,4,1.75,1890,4500,2,0,0,5,7,1490,400,1937,0,98115,47.6751,-122.289,1890,5000,2,1
13933,20140507,339950,3,2.25,1630,12295,2,0,0,4,7,1630,0,1985,0,98058,47.4279,-122.161,1730,9948,5,1
13934,20140509,315000,5,1.75,2320,8100,1,0,0,4,7,1160,1160,1956,0,98166,47.4631,-122.341,1410,7271,3,1
13935,20140813,698000,3,2.5,2580,4636,2,0,0,3,9,2580,0,2006,0,98074,47.6201,-122.025,2480,4500,6,1
13936,20140822,419000,2,2.5,1470,2034,2,0,0,4,8,1470,0,1985,0,98007,47.6213,-122.153,1510,2055,5,1
13937,20150122,372000,3,1,2298,10140,1,0,0,3,7,2298,0,1969,0,98052,47.6909,-122.083,2580,24724,4,1
13938,20140911,425000,3,2.5,1960,4709,2,0,0,3,7,1960,0,2003,0,98065,47.5322,-121.871,1700,4444,6,1
13939,20140724,386500,3,2.25,2950,8036,1.5,0,0,3,8,1950,1000,1963,0,98125,47.7239,-122.313,2060,7200,4,1
13940,20141117,348000,2,1,670,7312,1,0,0,3,5,670,0,1942,0,98125,47.7145,-122.285,860,8242,3,1
13941,20150424,754000,5,3.5,3020,15305,2,0,0,3,10,2230,790,1978,0,98040,47.5627,-122.216,3680,14486,4,1
13942,20141215,269950,4,3,2390,7309,2,0,0,4,7,2390,0,1944,1981,98002,47.294,-122.218,930,7308,3,5
13943,20141211,891500,3,2.5,3090,20785,2,0,0,4,10,3090,0,1991,0,98075,47.5602,-122.03,3400,7566,5,1
13944,20141009,349950,4,1.75,1780,5000,1,0,0,5,7,890,890,1903,0,98108,47.5329,-122.292,1860,5000,1,1
13945,20140509,360000,2,1,1420,81892,1,0,0,3,7,1180,240,1956,0,98055,47.4342,-122.195,1490,1863,3,1
13946,20141209,975000,4,2.25,2420,15482,2,0,0,4,8,2420,0,1925,1997,98004,47.5907,-122.196,2870,13905,2,5
13947,20140505,449250,4,2,1480,3844,1.5,0,0,5,7,1480,0,1928,0,98133,47.7042,-122.352,1480,3844,2,1
13948,20141201,350000,4,2.25,2190,3850,2,0,0,3,7,2190,0,2006,0,98059,47.4854,-122.16,1900,3850,6,1
13949,20150401,790000,4,1.75,1820,6137,1.5,0,3,4,7,1690,130,1911,0,98107,47.6681,-122.36,2130,5100,1,1
13950,20140909,990000,3,1.75,1810,24586,1,0,4,4,9,930,880,1983,0,98040,47.5314,-122.222,3540,14200,5,1
13951,20141201,834000,3,2.25,2550,4089,2,0,0,3,9,2550,0,1983,0,98112,47.6272,-122.297,1680,4089,5,1
13952,20140814,466950,3,1,1360,3880,1,0,0,3,7,1060,300,1963,0,98117,47.6837,-122.391,1110,3880,4,1
13953,20140717,262500,3,1.75,2259,26831,1.5,0,3,5,7,1491,768,1908,0,98001,47.2741,-122.266,1980,15794,1,1
13954,20140506,762300,4,2.5,3880,14550,2,0,0,3,10,3880,0,1987,0,98074,47.6378,-122.04,3240,14045,5,1
13955,20150126,733000,6,2.75,2730,5000,1,0,0,3,8,1780,950,1962,0,98107,47.6751,-122.38,2090,5000,4,1
13956,20150414,439000,4,2.5,2800,17279,1,0,2,3,7,1560,1240,1957,0,98028,47.7596,-122.269,3060,13423,3,1
13957,20141112,1160000,5,3.25,4290,7019,2.5,0,0,4,10,3590,700,1927,0,98112,47.6439,-122.302,1920,4000,2,1
13958,20141008,420000,3,2.5,1770,3993,2,0,0,3,8,1770,0,1999,0,98074,47.6027,-122.02,1820,4046,5,1
13959,20140718,549000,3,2.25,1920,10961,2,0,0,3,8,1920,0,1981,0,98074,47.6432,-122.057,2000,10706,5,1
13960,20140826,518000,4,2.5,2320,4000,1.5,0,0,5,8,1510,810,1905,0,98122,47.6048,-122.298,1490,4500,1,1
13961,20140603,695000,4,2.5,2961,12146,2,0,0,3,9,2961,0,1998,0,98075,47.5839,-122.052,2620,17749,5,1
13962,20150105,485000,3,2.5,1680,7385,2,0,0,3,8,1680,0,1988,0,98074,47.6194,-122.041,1970,7470,5,1
13963,20140603,280000,3,1.75,1590,27200,1.5,0,0,4,6,1590,0,1926,0,98038,47.4238,-122.052,1820,74052,2,1
13964,20150507,306500,2,1,1420,16400,1.5,0,0,4,6,1420,0,1943,0,98023,47.3221,-122.344,1900,16400,3,1
13965,20150321,720000,2,1,1370,9460,1,0,0,3,6,1370,0,1950,0,98004,47.6238,-122.191,1690,9930,3,1
13966,20141118,277500,3,2.5,2620,4558,2,0,3,3,7,2620,0,2010,0,98022,47.1944,-121.974,1670,4558,6,1
13967,20140905,649000,3,2,1810,17006,2,1,4,3,8,1810,0,1913,1987,98166,47.4663,-122.369,2180,24911,1,5
13968,20150303,3395000,4,3.5,4730,47870,1,1,4,3,10,2940,1790,1954,0,98033,47.6967,-122.216,3250,49346,3,1
13969,20140514,267800,2,1,700,6000,1,0,0,4,6,700,0,1949,0,98155,47.7515,-122.316,920,6000,3,1
13970,20150325,625000,4,2.75,2390,6979,2,0,0,3,8,2390,0,1993,0,98029,47.5703,-121.996,2090,6321,5,1
13971,20140917,600000,4,2.5,2070,8127,1.5,0,0,3,9,1590,480,1924,2003,98125,47.7316,-122.289,2050,8131,2,6
13972,20141017,395000,4,2,1780,8149,1.5,0,0,4,7,1780,0,1948,0,98155,47.745,-122.302,1180,8149,3,1
13973,20150427,212000,4,2.5,1900,21780,1.5,0,0,3,7,1900,0,1940,1987,98198,47.3776,-122.314,1240,9166,3,5
13974,20141212,425000,2,1,1040,4040,1,0,0,3,7,940,100,1928,0,98117,47.6829,-122.393,1420,4040,2,1
13975,20150511,870000,4,1.75,2370,5000,1.5,0,2,3,8,1770,600,1919,0,98103,47.6779,-122.357,2100,4550,1,1
13976,20150325,420000,3,2.5,1970,3667,2,0,0,3,7,1970,0,2004,0,98065,47.5321,-121.851,1970,3739,6,1
13977,20150403,800000,4,2.25,2120,9921,2,0,0,3,8,2120,0,1981,0,98027,47.5593,-122.082,1890,7845,5,1
13978,20150506,575000,3,2.5,1960,9535,2,0,0,3,8,1960,0,1989,0,98011,47.7371,-122.215,2520,9206,5,1
13979,20140620,915000,3,3.25,2660,4000,2,0,0,3,9,2170,490,2003,0,98122,47.6186,-122.288,2660,4000,6,1
13980,20140903,400000,3,2.25,1180,14258,2,0,0,3,7,1180,0,1987,0,98034,47.7112,-122.238,1860,10390,5,1
13981,20140502,750000,3,2.5,2390,6550,1,0,2,4,8,1440,950,1955,0,98116,47.5714,-122.408,2010,6550,3,1
13982,20141103,235000,3,1,1250,7592,1,0,0,5,7,1250,0,1961,0,98042,47.3604,-122.111,1250,7592,4,1
13983,20141112,599950,5,3,2600,13674,1,0,0,5,8,1300,1300,1967,0,98125,47.7176,-122.302,2150,7800,4,1
13984,20150327,481203,2,1,940,3800,1,0,0,3,7,940,0,1929,0,98115,47.6798,-122.292,1680,3800,2,1
13985,20140619,1815000,5,3,3880,13000,2,0,0,3,10,3880,0,1972,2003,98040,47.5467,-122.234,3470,13701,4,6
13986,20140709,379000,3,2.5,1530,2913,2,0,0,4,7,1530,0,1986,0,98033,47.6939,-122.184,1370,3783,5,1
13987,20140626,626000,3,1.75,2430,5000,2,0,0,4,7,1760,670,1945,0,98117,47.6785,-122.372,1320,4062,3,1
13988,20140521,535000,2,1,1030,4841,1,0,0,3,7,920,110,1939,0,98103,47.686,-122.341,1530,4944,2,1
13989,20140609,1225000,4,2.5,2740,16007,2,0,0,3,9,2740,0,1984,0,98039,47.6353,-122.229,2760,16008,5,1
13990,20140724,410000,2,1.5,1180,1034,2,0,0,3,7,1120,60,2001,0,98115,47.678,-122.322,1137,1034,6,1
13991,20150210,940000,4,2.5,3090,9238,1,0,3,4,8,1680,1410,1967,0,98006,47.5654,-122.163,2690,8500,4,1
13992,20140721,326250,3,1,1060,9663,1,0,0,3,7,1060,0,1967,0,98034,47.7244,-122.226,1320,10162,4,1
13993,20140905,200000,2,1,790,5985,1,0,0,3,6,790,0,1944,0,98178,47.4941,-122.24,1030,5985,3,1
13994,20140813,880000,4,2.5,3070,8250,1,0,0,5,8,2100,970,1958,0,98005,47.5935,-122.172,2270,8800,3,1
13995,20141103,370000,2,2,2100,58488,2,0,0,3,9,2100,0,2005,0,98014,47.72,-121.402,1440,59346,6,1
13996,20140801,190000,2,2.5,1100,1737,2,0,0,3,8,1100,0,2006,0,98055,47.4499,-122.189,1610,2563,6,1
13997,20150129,160000,2,1,1070,4200,1,0,0,4,6,1070,0,1983,0,98002,47.3336,-122.215,1150,4200,5,1
13998,20140823,625000,4,3,2190,12825,1,0,0,3,9,1520,670,1989,0,98034,47.7107,-122.229,3050,4673,5,1
13999,20150507,590000,4,3.5,3450,6873,2,0,0,3,10,2750,700,2004,0,98058,47.459,-122.118,3450,6873,6,1
14000,20140805,575000,3,2.5,2070,3599,2,0,0,3,8,2070,0,1999,0,98033,47.6679,-122.165,2070,6844,5,1
14001,20141013,470000,2,1,1190,5200,1,0,0,5,7,1190,0,1912,0,98103,47.6939,-122.348,1550,5100,1,1
14002,20150311,130000,2,1,600,1500,1,0,0,4,4,600,0,1900,0,98027,47.5289,-122.033,1130,6000,1,1
14003,20150421,229000,3,1,940,8400,1,0,0,3,7,940,0,1958,0,98056,47.5108,-122.165,1190,8400,3,1
14004,20140822,279900,3,1,1280,12928,1.5,0,0,3,6,1280,0,1942,0,98023,47.3215,-122.399,1610,19467,3,1
14005,20140519,307000,3,1,1370,7500,1,0,0,3,7,1370,0,1960,0,98014,47.6499,-121.915,1160,7500,4,1
14006,20141023,399950,3,1.75,2450,15001,1,0,0,3,7,1980,470,1989,0,98014,47.6957,-121.913,1790,15323,5,1
14007,20140801,405000,4,2.25,1970,15743,1,0,0,3,7,1370,600,1962,0,98011,47.7673,-122.202,2390,11336,4,1
14008,20141007,539950,4,2.75,2910,9000,1,0,0,4,8,2130,780,1966,0,98006,47.544,-122.176,1970,9000,4,1
14009,20141107,129000,2,1,760,5240,1,0,0,3,6,760,0,1949,0,98032,47.388,-122.234,980,5080,3,1
14010,20140917,340000,3,1.75,1270,8422,1,0,0,3,7,1270,0,1967,0,98011,47.7601,-122.197,1470,8500,4,1
14011,20140611,214950,3,1.75,1570,4875,1,0,0,4,7,1310,260,1977,0,98042,47.3621,-122.094,1380,5200,4,1
14012,20140625,450000,4,2.75,2310,5650,1,0,2,3,8,1330,980,1952,2012,98118,47.513,-122.252,2300,5650,3,6
14013,20150304,515000,3,1.75,1900,5000,1,0,0,4,7,950,950,1925,0,98106,47.5677,-122.363,1420,5000,2,1
14014,20140822,1400000,4,2.25,3780,5160,2,0,0,4,9,2510,1270,1907,0,98112,47.6275,-122.308,2740,5160,1,1
14015,20140626,230000,3,1,1060,9946,1,0,0,4,7,1060,0,1956,0,98188,47.4432,-122.282,1310,10619,3,1
14016,20140707,681000,3,1.75,1880,10032,1,0,0,4,8,1880,0,1984,0,98006,47.5527,-122.16,2430,9732,5,1
14017,20140929,255000,3,1,1160,8636,1,0,0,3,6,1160,0,1923,0,98146,47.5097,-122.357,1300,8636,2,1
14018,20150313,580000,2,1,860,4013,1,0,0,3,7,860,0,1925,0,98103,47.6652,-122.338,1490,4013,2,1
14019,20150317,295000,2,2,1590,8000,1,0,0,3,7,910,680,1984,0,98055,47.459,-122.205,1590,8364,5,1
14020,20140730,286000,2,1,1170,6543,1,0,0,3,7,1170,0,1913,0,98136,47.537,-122.385,1550,7225,1,1
14021,20150108,425000,3,1.5,1190,8100,1,0,0,3,7,830,360,1947,0,98125,47.7146,-122.311,1256,8100,3,1
14022,20141212,170000,2,1,1300,11400,1,0,0,3,7,1300,0,1961,0,98003,47.3459,-122.299,1360,9750,4,1
14023,20140528,380000,3,2,1660,8281,1,0,0,3,7,1660,0,1949,0,98136,47.5568,-122.382,1660,7559,3,1
14024,20150506,506000,3,2,1160,6120,1,0,0,3,7,1160,0,1947,0,98115,47.6853,-122.293,1150,5100,3,1
14025,20140922,315000,3,2.5,1950,9618,2,0,0,3,7,1950,0,1992,0,98031,47.4068,-122.18,1890,7133,5,1
14026,20140617,449950,4,2.5,2470,3811,2,0,0,3,8,2470,0,1999,0,98065,47.5362,-121.877,2400,4266,5,1
14027,20150331,255000,3,1,1430,12420,1,0,0,3,7,1430,0,1964,0,98056,47.5116,-122.191,1900,10350,4,1
14028,20140624,289000,3,2.5,1970,9607,2,0,0,3,7,1090,880,1988,0,98001,47.3462,-122.286,2020,9608,5,1
14029,20140828,389000,3,1.75,1400,10018,1,0,0,4,7,1400,0,1962,0,98027,47.5327,-122.032,1350,9300,4,1
14030,20140721,327000,3,1.5,1510,344124,1,0,2,4,7,1510,0,1964,0,98022,47.2156,-122.029,1750,169884,4,1
14031,20140926,2885000,7,3,5350,14400,2.5,0,0,4,10,5020,330,1910,0,98112,47.6295,-122.285,3050,7469,1,1
14032,20140714,210000,3,1,920,6612,1,0,0,3,6,920,0,1948,0,98118,47.548,-122.284,1860,8424,3,1
14033,20141125,1680000,4,3.75,7620,29536,2,0,3,3,11,5980,1640,2005,0,98006,47.5571,-122.14,2840,20809,6,1
14034,20141229,360000,4,2.5,2490,4751,2,0,0,3,7,2490,0,2001,0,98056,47.4813,-122.188,2510,5233,6,1
14035,20150427,875000,4,2.5,3030,16000,2,0,0,3,11,3030,0,1990,0,98077,47.7125,-122.081,3670,16641,5,1
14036,20141104,550000,4,2.25,1650,7200,1,0,0,3,8,1650,0,1967,0,98008,47.6384,-122.116,2180,7950,4,1
14037,20140717,257500,3,1.5,1210,12500,1,0,0,3,7,1210,0,1962,0,98146,47.503,-122.351,1210,12500,4,1
14038,20141210,1075000,4,2.75,2990,7389,1.5,0,0,4,8,2090,900,1923,0,98144,47.5711,-122.284,2510,6157,2,1
14039,20141028,202950,2,1,1060,5144,1,0,0,5,6,1060,0,1969,0,98042,47.3613,-122.088,1130,5200,4,1
14040,20141030,622000,4,1.75,2680,6120,1,0,0,5,8,1340,1340,1959,0,98117,47.6965,-122.393,2320,6840,3,1
14041,20150213,455000,4,1.75,1790,45738,1,0,0,3,8,1410,380,1976,0,98072,47.7453,-122.129,1870,47480,4,1
14042,20141117,805000,3,2.5,2690,17461,2,0,3,3,10,2690,0,1997,0,98074,47.654,-122.088,3610,16887,5,1
14043,20140908,257000,2,1,770,9497,1,0,0,3,6,770,0,1950,0,98133,47.7407,-122.351,1550,7532,3,1
14044,20140625,744500,5,2.5,2700,16570,1,0,0,4,8,1750,950,1967,0,98005,47.6144,-122.167,2570,11840,4,1
14045,20150413,885000,4,2.5,2620,9157,2,0,0,3,8,2620,0,1996,0,98033,47.6916,-122.203,2240,7405,5,1
14046,20140624,355000,2,2.25,930,747,2,0,0,3,8,630,300,2007,0,98144,47.5844,-122.316,940,6000,6,1
14047,20140820,240000,3,1,1340,7000,1,0,0,4,7,1340,0,1978,0,98042,47.3742,-122.149,1850,7904,4,1
14048,20140819,169000,3,1.5,1470,18459,2,0,0,4,6,1470,0,1916,0,98023,47.3302,-122.36,1750,16074,1,1
14049,20150328,639900,3,2.5,2330,4160,2,0,0,4,8,2330,0,1992,0,98052,47.6367,-122.109,2940,4500,5,1
14050,20140604,292000,3,1.75,1730,11325,1,0,0,5,7,1730,0,1972,0,98031,47.3921,-122.182,2030,17859,4,1
14051,20140922,563500,4,2.5,2780,7838,2,0,3,3,9,2780,0,2004,0,98065,47.5312,-121.861,3160,7848,6,1
14052,20150126,389000,2,2,1200,7131,1,0,0,3,8,1200,0,2006,0,98053,47.7199,-122.022,1670,4601,6,1
14053,20140529,2750000,4,3.25,4430,21000,2,0,0,3,10,4430,0,1952,2007,98039,47.6398,-122.237,3930,20000,3,6
14054,20140821,661000,3,2,1820,4418,2,0,0,4,8,1820,0,1994,0,98033,47.6947,-122.19,1920,13402,5,1
14055,20140912,344000,2,2,1300,4659,1,0,0,3,8,1300,0,2005,0,98053,47.7132,-122.033,1640,4780,6,1
14056,20150422,510000,1,1,680,6600,1,0,0,3,5,480,200,1916,0,98199,47.6567,-122.392,1170,5500,1,1
14057,20140916,289000,2,1,780,4132,1,0,0,3,7,780,0,1942,0,98136,47.5324,-122.387,1100,5100,3,1
14058,20140827,365000,3,2.25,2430,7614,1.5,0,0,3,8,1900,530,1979,0,98056,47.5065,-122.191,1720,11250,4,1
14059,20140730,410000,3,1.5,1750,32500,1,0,0,4,7,1750,0,1966,0,98027,47.5316,-121.959,1820,102801,4,1
14060,20140724,535610,3,1,1610,5100,1.5,0,0,5,7,1010,600,1901,0,98117,47.6765,-122.386,1270,5100,1,1
14061,20141113,397950,4,1.75,2120,7620,2,0,0,3,8,2120,0,1971,2002,98166,47.457,-122.346,1820,7620,4,6
14062,20140827,284000,3,1.75,1430,4850,1,0,0,3,7,930,500,1978,0,98108,47.5472,-122.303,1430,4850,4,1
14063,20141217,201000,4,1.5,1360,8100,1.5,0,0,3,7,1360,0,1962,0,98168,47.4931,-122.305,1300,8100,4,1
14064,20141215,734000,4,2.25,2530,5000,1.5,0,0,4,7,1690,840,1925,0,98117,47.6806,-122.36,1530,5000,2,1
14065,20150108,357500,5,3,3270,9146,2,0,0,3,7,3270,0,2002,0,98092,47.3342,-122.169,3200,6300,6,1
14066,20141015,550120,5,2.5,2620,8050,1,0,0,3,8,1520,1100,1975,0,98052,47.6919,-122.115,2030,7676,4,1
14067,20150310,300000,3,1.5,1810,8232,1,0,0,3,8,1810,0,1988,0,98001,47.3195,-122.273,2260,8491,5,1
14068,20140819,374950,3,2.5,2120,9653,2,0,0,3,8,2120,0,1992,0,98030,47.3843,-122.213,1780,9801,5,1
14069,20150413,602500,4,1.75,2190,41000,2,0,0,3,8,2190,0,1980,0,98075,47.5755,-122.033,2590,35370,5,1
14070,20141222,221000,3,1,980,7606,1,0,0,3,7,980,0,1954,0,98188,47.4356,-122.29,980,8125,3,1
14071,20150410,920000,5,3,2230,4400,2,0,0,3,7,1730,500,1913,0,98102,47.6404,-122.325,1280,1800,1,1
14072,20150306,235000,4,2,1540,9279,1,0,0,3,7,1540,0,1955,0,98118,47.5163,-122.268,1540,5110,3,1
14073,20140804,375000,3,1,980,7296,1,0,0,3,7,980,0,1967,0,98034,47.7292,-122.231,1280,7296,4,1
14074,20140827,599000,4,2.5,2120,3640,2,0,0,3,8,2120,0,2005,0,98029,47.5521,-121.996,2190,3640,6,1
14075,20140603,562100,3,2.25,2090,12112,2,0,0,3,8,2090,0,1983,0,98052,47.7015,-122.13,1760,12112,5,1
14076,20150316,640000,3,2.5,1620,1377,2,0,0,3,8,1100,520,2009,0,98112,47.6195,-122.299,1620,1251,6,1
14077,20141120,294000,3,2,1650,11256,1,0,0,4,7,1250,400,1957,0,98168,47.4707,-122.26,1860,11256,3,1
